,Max_Diameter,Relative_Velocity,Miss_Distance,Categorized_Diameter,Categorized_Relative_Vel,Categorised_Miss_Distance,Hazardous,IsLarge,Norm
59308,0.1794898848,20058.2125075884,37161475.80904631,Small,Slow,Medium,False,0,0.46
3154,0.0332690178,47127.0713076374,28802722.019689072,Small,Slow,Medium,False,0,0.46
32175,0.5420507863,63027.2391003101,36854982.10151601,Large,Fast,Medium,True,1,0.47
68421,0.5675968529,28563.6021334349,23714829.7357276,Large,Slow,Less,False,1,0.46
3140,0.7835017643,55523.5207131193,53979049.22348633,Large,Fast,More,False,1,0.48
90107,0.3750075218,103849.4339778089,53008309.66232185,Large,Fast,More,False,1,0.48
20242,0.6516883822,94397.63095049,59815182.1968292,Large,Fast,More,False,1,0.48
77398,0.0567596853,21042.2603872847,9864244.011690555,Small,Slow,Less,False,0,0.46
20215,0.0986370281,17787.3926252355,22024577.153112285,Small,Slow,Less,False,0,0.46
79017,0.0261842403,34134.218601051,65726285.753768094,Small,Slow,More,False,0,0.46
49183,0.2366137501,60790.3865100464,63206665.46711168,Small,Fast,More,False,0,0.48
43229,0.0783501764,23388.9228875987,20402267.21071808,Small,Slow,Less,False,0,0.46
16907,0.1563291544,40500.8500508546,72219537.63349985,Small,Slow,More,False,0,0.46
49717,0.0941976306,75844.5216784121,72099534.97939812,Small,Fast,More,False,0,0.48
44505,0.1361570015,22101.1736342649,8376910.422999986,Small,Slow,Less,False,0,0.46
57220,0.1492931834,43473.4253146757,5287246.390563691,Small,Slow,Less,False,0,0.46
34329,0.1032856481,63777.0997610888,71561275.11123396,Small,Fast,More,False,0,0.48
37608,5.2971220406,42669.5927313902,72390106.11795667,Large,Slow,More,False,1,0.46
77356,0.1185877909,34169.6792781,23380755.83576879,Small,Slow,Less,False,0,0.46
74984,0.1185877909,14396.7748504023,42054494.72684801,Small,Slow,Medium,False,0,0.46
32257,0.1968067451,55045.6358380528,45838849.290402,Small,Fast,Medium,False,0,0.48
5405,0.6223575734,39324.5589749116,56157200.79299261,Large,Slow,More,False,1,0.46
35418,0.0218796303,21668.0224692725,58542515.82199021,Small,Slow,More,False,0,0.46
1105,0.4699373665,42877.6495396276,38592774.70308842,Large,Slow,Medium,True,1,0.45
46583,0.0375007522,53746.267045828,34664108.05595452,Small,Fast,Medium,False,0,0.48
41921,0.0567596853,60395.524106998,47550653.15160653,Small,Fast,Medium,False,0,0.48
8410,0.0271668934,37301.1486383221,45351318.119794,Small,Slow,Medium,False,0,0.46
77104,0.0472106499,22322.5741079292,9877860.604295189,Small,Slow,Less,False,0,0.46
89838,0.0210882227,13112.6865696047,10186378.759961044,Small,Slow,Less,False,0,0.46
90679,0.0179489885,85119.903731129,65855799.00269636,Small,Fast,More,False,0,0.48
25525,0.3266178974,61361.1135659426,59743619.04879751,Large,Fast,More,False,1,0.48
56661,0.9683669947,89455.3439683997,71724153.30774641,Large,Fast,More,False,1,0.48
41689,0.0167509707,23407.0269697387,56196057.73270087,Small,Slow,More,False,0,0.46
2662,0.5420507863,22666.3327263626,23636721.99503893,Large,Slow,Less,False,1,0.46
7098,0.411187571,24325.6012767197,31238937.888511825,Large,Slow,Medium,True,1,0.45
66139,0.2704207287,34324.3449859525,60808828.93183743,Small,Slow,More,True,0,0.45
39382,0.0820427065,20102.8111671662,30923930.31188345,Small,Slow,Medium,False,0,0.46
41754,0.0311917671,52954.858247611,26218212.609735064,Small,Fast,Medium,False,0,0.48
34552,0.1132504611,37648.0631481538,6690029.282701506,Small,Slow,Less,False,0,0.46
39941,0.4721064988,53776.65845705,61908224.62093401,Large,Fast,More,False,1,0.48
14499,0.0494356193,28863.000272768,60954199.64474441,Small,Slow,More,False,0,0.46
86509,0.0358129403,39811.4466589296,50313625.57993361,Small,Slow,More,False,0,0.46
75738,0.0651688382,41059.3493703517,14806424.0956872,Small,Slow,Less,False,0,0.46
75926,0.0215794305,34515.4050431976,2655362.237379361,Small,Slow,Less,False,0,0.46
6019,0.3926810818,26724.5594638054,37041371.90710616,Large,Slow,Medium,False,1,0.46
45581,0.1968067451,34532.9852121431,35152509.55705061,Small,Slow,Medium,False,0,0.46
25930,0.5675968529,61336.5135681013,50372035.60452173,Large,Fast,More,True,1,0.47
68135,0.0941976306,31062.2280441958,38393714.257105015,Small,Slow,Medium,False,0,0.46
14694,0.0271668934,36516.1748393218,2973514.017160032,Small,Slow,Less,False,0,0.46
73925,0.0567596853,44874.1322116549,8647259.43012469,Small,Slow,Less,False,0,0.46
34878,0.0142573883,20095.4014985877,27129154.476469323,Small,Slow,Medium,False,0,0.46
72045,0.0358129403,22475.2450577464,1776948.377985781,Small,Slow,Less,False,0,0.46
30173,0.6638041738,107241.8979905024,40876796.93951008,Large,Fast,Medium,True,1,0.47
44831,0.0186483314,35840.5397629871,1282142.15824117,Small,Slow,Less,False,0,0.46
44764,0.1879489824,54183.6395922359,23690311.318025008,Small,Fast,Less,False,0,0.48
84257,0.0594346868,40376.5831053461,12998222.613328451,Small,Slow,Less,False,0,0.46
44730,0.0812905344,27127.7705589646,37472702.67350511,Small,Slow,Medium,False,0,0.46
20164,0.0181986838,47624.0209597775,35796011.33228252,Small,Slow,Medium,False,0,0.46
64051,0.2060819612,60536.3724329054,40749357.20681874,Small,Fast,Medium,False,0,0.48
47827,0.0147924455,70020.7143898864,25571428.79187343,Small,Fast,Medium,False,0,0.48
37831,0.0430566244,29943.5379903195,18136274.225352857,Small,Slow,Less,False,0,0.46
30326,0.1127301225,70827.6474257468,74607888.85598758,Small,Fast,More,False,0,0.48
64620,0.0941976306,50229.9082451401,63075414.08541125,Small,Fast,More,False,0,0.48
19361,0.6516883822,47552.7902900018,17038104.296323694,Large,Slow,Less,False,1,0.46
21944,0.5943468684,68850.1136919618,61299446.17186545,Large,Fast,More,True,1,0.47
81146,0.2060819612,27941.6370973285,74120487.40169267,Small,Slow,More,False,0,0.46
1755,0.5152760759,55705.7305445731,72917131.3207219,Large,Fast,More,False,1,0.48
4037,0.5675968529,45222.8203897103,19670804.40117037,Large,Slow,Less,False,1,0.46
68957,0.0537081235,54952.757130488,51414205.82984423,Small,Fast,More,False,0,0.48
55350,0.0411187571,21144.5550185213,13008943.873797316,Small,Slow,Less,False,0,0.46
35173,0.0225964377,44938.8863268772,16753811.645730969,Small,Slow,Less,False,0,0.46
36894,0.1492931834,44328.3046401355,32223233.021309763,Small,Slow,Medium,False,0,0.46
29672,0.0986370281,69581.4927117012,52448722.61317774,Small,Fast,More,False,0,0.48
191,6.3392806452,101894.6304409878,66215882.856001005,Large,Fast,More,False,1,0.48
43460,0.2366137501,26853.6013218556,21296417.733810347,Small,Slow,Less,False,0,0.46
89035,0.0824213984,28212.8079697169,29943910.88068734,Small,Slow,Medium,False,0,0.46
80344,1.1118340719,36865.7925300511,63920408.049923,Large,Slow,More,False,1,0.46
31535,0.1794898848,53002.7102930609,52910571.65921221,Small,Fast,More,False,0,0.48
79011,0.0714562102,41368.8798334904,3979152.457588318,Small,Slow,Less,False,0,0.46
28709,0.7145621017,87302.2466381022,67333094.60422951,Large,Fast,More,False,1,0.48
52202,1.9056361323,96930.5414982822,57011886.85942656,Large,Fast,More,False,1,0.48
23942,1.2824486324,49909.5737485578,62397935.62698513,Large,Fast,More,False,1,0.48
23404,0.1361570015,56015.4112567171,26088879.177446544,Small,Fast,Medium,False,0,0.48
54096,0.0986370281,41721.2463261532,49176117.4698082,Small,Slow,Medium,False,0,0.46
84491,0.0119135167,17819.0392241846,37748276.685435295,Small,Slow,Medium,False,0,0.46
54623,0.1492931834,34288.1937948578,45237999.06469004,Small,Slow,Medium,False,0,0.46
86101,0.3647875257,61706.6369705452,70004766.12107456,Large,Fast,More,False,1,0.48
52450,0.1032856481,62701.9394898769,66045046.14256329,Small,Fast,More,False,0,0.48
24640,0.0142573883,15430.331290742,31681012.863692887,Small,Slow,Medium,False,0,0.46
83007,0.0366471308,34082.717554787,8177918.522760617,Small,Slow,Less,False,0,0.46
22783,0.0517654482,26843.5861219681,4482881.756444606,Small,Slow,Less,False,0,0.46
18971,0.4943561926,58737.4469640083,41729325.84953799,Large,Fast,Medium,False,1,0.48
51278,0.0238253878,28398.4994249277,12225127.41966974,Small,Slow,Less,False,0,0.46
5931,0.1636967205,83600.2249874042,72812882.38447604,Small,Fast,More,False,0,0.48
2471,0.0130028927,57834.7341660349,35467051.30087158,Small,Fast,Medium,False,0,0.48
82877,0.5754929116,47669.7300231737,51182722.618621685,Large,Slow,More,False,1,0.46
12266,0.6252302454,82316.9502492995,65969856.12881154,Large,Fast,More,False,1,0.48
32463,0.7692012455,73462.3688492039,54807796.27588438,Large,Fast,More,False,1,0.48
57276,0.0783501764,25485.7004371609,7765060.235987353,Small,Slow,Less,False,0,0.46
43704,0.7621491661,72534.7007841056,61924768.12578477,Large,Fast,More,True,1,0.47
14539,0.0542050786,57275.6579179654,59435320.23352865,Small,Fast,More,False,0,0.48
87715,0.0809170384,45189.6482716438,10655768.047276272,Small,Slow,Less,False,0,0.46
41015,0.0594346868,32500.9993700761,36188166.36591224,Small,Slow,Medium,False,0,0.46
22373,0.3119176705,42669.9736186964,22513100.8307888,Large,Slow,Less,False,1,0.46
12036,0.2992540101,46304.1257318172,63864129.28634963,Large,Slow,More,False,1,0.46
68566,0.0068240151,14052.2619665761,20682893.636391137,Small,Slow,Less,False,0,0.46
34727,0.9863702813,67378.3005471653,13522006.927838003,Large,Fast,Less,False,1,0.48
62469,0.2051351006,60564.4963788863,57331342.25000619,Small,Fast,More,False,0,0.48
6821,1.4455728362,66332.4783604981,72710730.79540779,Large,Fast,More,False,1,0.48
17324,0.1132504611,23028.9901930838,13376777.435320305,Small,Slow,Less,False,0,0.46
87933,0.0048757337,16572.8058425677,430123.511588047,Small,Slow,Less,False,0,0.46
83505,0.1264852778,20311.9867476375,28356251.76932868,Small,Slow,Medium,False,0,0.46
69133,0.1000092059,31881.1222606297,41574586.77945928,Small,Slow,Medium,False,0,0.46
44142,0.016369672,45394.2972209326,35278826.527808025,Small,Slow,Medium,False,0,0.46
20248,0.0748238376,46713.4191699901,16101901.647416765,Small,Slow,Less,False,0,0.46
48464,0.7835017643,41838.3401866787,35103255.116583735,Large,Slow,Medium,False,1,0.46
35248,0.3119176705,57490.2570412238,34677260.47628812,Large,Fast,Medium,True,1,0.47
67530,0.0450858206,50227.9226822797,32663101.21847132,Small,Fast,Medium,False,0,0.48
67397,0.0682401509,15867.9748526839,4095218.009907179,Small,Slow,Less,False,0,0.46
11273,1.2883681464,41207.1269647604,58717057.38651762,Large,Slow,More,False,1,0.46
75475,0.4508582062,34203.7035164547,21941818.81855957,Large,Slow,Less,False,1,0.46
39081,0.0907904103,22309.1365432593,40121639.667408176,Small,Slow,Medium,False,0,0.46
78084,0.2477650126,40592.9032000877,19123682.415026568,Small,Slow,Less,False,0,0.46
27006,0.1794898848,61473.8696691827,7842993.306203001,Small,Fast,Less,False,0,0.48
56326,0.0450858206,36355.242889143,4353036.51992324,Small,Slow,Less,False,0,0.46
12747,0.0547066321,38321.1152410633,7546602.077471891,Small,Slow,Less,False,0,0.46
16922,0.4305662442,60104.8721355804,44170277.70268898,Large,Fast,Medium,True,1,0.47
69213,0.0311917671,36061.5527162525,1606617.724222694,Small,Slow,Less,False,0,0.46
49460,0.2060819612,54613.3443792516,12384294.736298325,Small,Fast,Less,False,0,0.48
89069,0.648694146,59492.2328757842,19755638.181772523,Large,Fast,Less,True,1,0.47
12898,0.1636967205,70521.5059691425,59814535.784432925,Small,Fast,More,False,0,0.48
56043,0.0310484539,28455.8274858262,73992827.61053456,Small,Slow,More,False,0,0.46
73326,0.2978790628,21913.3881216949,60881414.207315885,Large,Slow,More,False,1,0.46
43795,0.1241766613,34171.750940044,26029115.696049187,Small,Slow,Medium,False,0,0.46
80548,0.0762149166,23721.435452057,16944559.371912293,Small,Slow,Less,False,0,0.46
68534,0.0165211388,18994.6196001211,30805542.925823253,Small,Slow,Medium,False,0,0.46
19549,0.0515276076,90965.4325343374,67610438.29912265,Small,Fast,More,False,0,0.48
36481,0.0187948982,22908.7796658908,1927854.316801274,Small,Slow,Less,False,0,0.46
4695,0.5420507863,57823.6224597559,37615262.27787713,Large,Fast,Medium,True,1,0.47
68110,0.0215794305,25901.9866659838,47945148.61399282,Small,Slow,Medium,False,0,0.46
10264,0.0567596853,26559.0989058861,36638530.99290383,Small,Slow,Medium,False,0,0.46
20503,0.0645713667,57122.7885652439,39518742.359402925,Small,Fast,Medium,False,0,0.48
30778,0.0326617897,21389.0507966172,68756582.0958917,Small,Slow,More,False,0,0.46
66044,0.1241766613,51398.0437911682,18044950.934029464,Small,Fast,Less,False,0,0.48
77927,0.0450858206,24711.0152094683,14613356.001823666,Small,Slow,Less,False,0,0.46
2522,0.0108153351,17959.9216183309,2520980.191133866,Small,Slow,Less,False,0,0.46
23414,0.0891332986,43753.654346288,62229895.31661176,Small,Slow,More,False,0,0.46
30851,0.0112730122,44753.2047418414,51689717.54922135,Small,Slow,More,False,0,0.46
24599,0.0450858206,38205.0004867517,61070824.91749388,Small,Slow,More,False,0,0.46
52628,0.0259441818,48593.4853502196,11100397.824961629,Small,Fast,Less,False,0,0.48
7396,0.0820427065,64175.9922370012,57565984.78872569,Small,Fast,More,False,0,0.48
68884,0.130028927,23782.1297275038,45513691.79748987,Small,Slow,Medium,False,0,0.46
58173,0.5420507863,132583.9047238976,62564199.3280142,Large,Fast,More,True,1,0.47
39744,0.0941976306,44658.3744667879,3002551.696756595,Small,Slow,Less,False,0,0.46
24459,0.0358129403,35534.0415957,12296709.65638964,Small,Slow,Less,False,0,0.46
57352,1.1273012246,28802.9974518847,57636096.83741838,Large,Slow,More,False,1,0.46
64699,0.0342010925,14976.9523474263,20096970.61526309,Small,Slow,Less,False,0,0.46
2713,0.013183781,41933.2157020418,55680104.35805306,Small,Slow,More,False,0,0.46
22919,0.0714562102,13839.6588456082,17483983.784695458,Small,Slow,Less,False,0,0.46
34772,0.358129403,76681.5881173222,65670273.6633578,Large,Fast,More,False,1,0.48
52454,0.0594346868,29542.5942558506,11293593.54076806,Small,Slow,Less,False,0,0.46
41574,0.0343589575,29475.2691107412,3752989.365497015,Small,Slow,Less,False,0,0.46
24822,0.042076536,72869.3272132787,73979890.74577186,Small,Fast,More,False,0,0.48
47307,0.0463489584,53334.1801247969,1788488.806471191,Small,Fast,Less,False,0,0.48
41780,2.6794149658,72749.589548193,18887699.449472297,Large,Fast,Less,False,1,0.48
77123,0.1794898848,34372.3659438213,19760197.44613694,Small,Slow,Less,False,0,0.46
87712,0.0045293927,33490.9473767918,137430.641399077,Small,Slow,Less,False,0,0.46
51495,0.0517654482,26750.1676093925,9968300.28083964,Small,Slow,Less,False,0,0.46
50013,0.1425738833,40116.957991915,30673883.33641496,Small,Slow,Medium,False,0,0.46
83210,0.1000092059,71877.9507534133,17013399.958388276,Small,Fast,Less,False,0,0.48
13315,0.6368541435,27249.8371100477,67069146.21677168,Large,Slow,More,False,1,0.46
49652,0.0271668934,27527.6521278556,50151.115139865,Small,Slow,Less,False,0,0.46
13755,0.1968067451,39550.8328024572,37888458.61118112,Small,Slow,Medium,False,0,0.46
25476,1.0965791366,45737.1980566963,61714264.72928805,Large,Slow,More,False,1,0.46
39868,0.9818383215,89271.6770230031,66273059.74534671,Large,Fast,More,True,1,0.47
77979,0.0266710417,16339.2168669722,26391045.88626538,Small,Slow,Medium,False,0,0.46
48874,0.2965104328,43075.5548270879,50175289.30294914,Large,Slow,More,False,1,0.46
76250,0.0899580388,63829.0886570867,69943254.0799335,Small,Fast,More,False,0,0.48
24071,0.6730386097,83180.054596559,73038227.44549459,Large,Fast,More,False,1,0.48
47363,1.2883681464,62502.225328935,44101775.91050919,Large,Fast,Medium,True,1,0.47
89417,0.1754041962,38731.5397012172,21766810.89763221,Small,Slow,Less,False,0,0.46
24859,0.0682401509,33193.3265626941,5397664.488651969,Small,Slow,Less,False,0,0.46
57970,0.0859092601,26462.1371811207,10081446.87951906,Small,Slow,Less,False,0,0.46
62478,0.2844722965,33924.5870162327,48718249.327812925,Small,Slow,Medium,True,0,0.45
67776,0.0899580388,23157.2902342659,8988191.390117269,Small,Slow,Less,False,0,0.46
29710,0.1492931834,34578.0947691061,44617714.38520914,Small,Slow,Medium,False,0,0.46
520,0.0392681082,40883.7828438659,32013560.925216846,Small,Slow,Medium,False,0,0.46
77650,0.1425738833,19737.4089222033,14305971.25946008,Small,Slow,Less,False,0,0.46
37946,0.0859092601,48349.9399848768,46276896.29805396,Small,Fast,Medium,False,0,0.48
27656,0.0594346868,19116.3029367407,40218433.00484812,Small,Slow,Medium,False,0,0.46
32452,0.3420109247,58095.8018977939,16087166.556417504,Large,Fast,Less,False,1,0.48
9802,1.8282685088,52403.021938274,55150709.68958469,Large,Fast,More,False,1,0.48
5687,0.5572370428,43483.6068478538,13156122.910797074,Large,Slow,Less,False,1,0.46
18853,1.0569147985,46427.7888244026,36744677.20413597,Large,Slow,Medium,False,1,0.46
38227,0.0358129403,28327.4586643109,25007828.86962529,Small,Slow,Medium,False,0,0.46
53782,0.0257063241,75336.7151975321,47338504.55253448,Small,Fast,Medium,False,0,0.48
48262,0.0130028927,38133.6562611763,35023738.97178817,Small,Slow,Medium,False,0,0.46
41962,0.0187948982,24434.7106079078,10803221.521568546,Small,Slow,Less,False,0,0.46
37160,0.5943468684,113591.7069957446,73648274.3349029,Large,Fast,More,False,1,0.48
53201,0.0783501764,33521.434130789,35272831.21365033,Small,Slow,Medium,False,0,0.46
23058,0.0748238376,23867.4451056552,5363501.91514452,Small,Slow,Less,False,0,0.46
44921,0.0349977383,15574.0870000351,37830677.97475168,Small,Slow,Medium,False,0,0.46
73948,0.0941976306,13441.9639345762,30746152.885588784,Small,Slow,Medium,False,0,0.46
25759,1.6369672047,129695.3247846492,59776188.00107521,Large,Fast,More,False,1,0.48
70904,0.0472106499,57494.1114868093,3743223.69134235,Small,Fast,Less,False,0,0.48
36737,0.0142573883,21767.3956490718,44723452.77768787,Small,Slow,Medium,False,0,0.46
30158,0.0274182656,36441.9429724505,47452404.301690415,Small,Slow,Medium,False,0,0.46
70581,0.5176544822,62693.1386911865,37244961.08452872,Large,Fast,Medium,True,1,0.47
38381,0.0708010957,38147.0468830787,9829056.453417016,Small,Slow,Less,False,0,0.46
90473,0.1563291544,59251.1421256373,41773690.45922711,Small,Fast,Medium,False,0,0.48
61230,0.1794898848,33151.1102942553,51421024.91963287,Small,Slow,More,False,0,0.46
84345,0.0296510433,27216.5782727238,3543209.409339827,Small,Slow,Less,False,0,0.46
7621,1.2417666126,75444.0095065648,48488198.87523053,Large,Fast,Medium,False,1,0.48
73572,0.1132504611,29038.4786315992,34719705.61066705,Small,Slow,Medium,False,0,0.46
22715,0.0284472297,19221.6543932256,26666720.30828592,Small,Slow,Medium,False,0,0.46
25360,5.152760759,33149.0740952889,7516979.215887249,Large,Slow,Less,True,1,0.45
53691,0.0682401509,54365.9692496242,3864994.023795578,Small,Fast,Less,False,0,0.48
53819,0.2844722965,55904.9216561172,57079649.114536,Small,Fast,More,False,0,0.48
48013,0.2366137501,40574.7958559468,69354568.7490957,Small,Slow,More,False,0,0.46
86528,0.2716689341,94704.5700414752,65622200.28311479,Small,Fast,More,False,0,0.48
19347,0.1714115092,54331.9725991064,24919684.069286,Small,Fast,Less,False,0,0.48
41075,0.0450858206,48464.0400803695,63764635.39320066,Small,Fast,More,False,0,0.48
1238,0.4721064988,38369.1534309932,46781763.43830945,Large,Slow,Medium,True,1,0.45
